city,district,voivodeship,localization_y,localization_x,market,area,rent,rooms,floor,floors,state,build_yr,build_type,build_material,parking,parking_spots,kitchen,windows,ownership,transport,education,health,recreation,other,other2,additional_area,bathroom,installation,noise,heating,media,direction,price,url
Rzeszów,Wilkowyja,podkarpackie,50.0347519,22.0409831,pierwotny,16.88,,1,parter,4,,,,,,,,,,,,,,,,,,,,,,,182655,https://gratka.pl/nieruchomosci/nowe-mieszkanie-rzeszow-wilkowyja-ul-leszka-czarnego/ob/19283035
Gdañsk,Œródmieœcie,pomorskie,54.3492196944473,18.6604134846979,wtorny,120,,4,2,5,,2009,,,,1,,,w³asnoœæ,,,,,,,balkon,,,,,,,1488000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-srodmiescie-ul-szafarnia/ob/19150415
Poznañ,Winogrady,wielkopolskie,52.42888889,16.93472222,pierwotny,55.82,,3,10,13,,,blok,,,,,,,,,,,,,,,,,,,,432605,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-winogrady-ul-serbska-15-17-19/ob/7578389
Gdañsk,Jasieñ,pomorskie,54.3458,18.5305,pierwotny,37.02,,2,1,5,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-gdansk-jasien-ul-zyczliwa/ob/18883329
Nowy S¹cz,ma³opolskie,,49.6280338,20.7144216,wtorny,60,,3,4,4,do odœwie¿enia,,blok,p³yta,,,,,,,,,,,,balkon*piwnica,,,,,,,265000,https://gratka.pl/nieruchomosci/mieszkanie-nowy-sacz/ob/19031495
Kraków,Bie¿anów,ma³opolskie,50.02078,20.04693,pierwotny,62.07,,4,2,4,,2021,,,,,,,,,,,,,,balkon,,,,,,,431387,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-biezanow-ul-agatowa/ob/19377815
Kraków,Krowodrza,ma³opolskie,50.0729,19.9326,wtorny,122,400,4,1,3,,1930,kamienica,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,,,,ciche,,,,1500000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-al-slowackiego/ob/16301741
Warszawa,Wola,mazowieckie,52.23245,20.98851,wtorny,141.90,,4,4,13,,1998,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,1370000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-lucka/ob/18801095
Lublin,S³awin,lubelskie,51.25888889,22.49638889,wtorny,85.73,,4,6,6,wysoki standard,2010,blok,,,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,649000,https://gratka.pl/nieruchomosci/mieszkanie-lublin-slawin/ob/19060297
Warszawa,W³ochy,mazowieckie,,,pierwotny,51.17,,2,1,5,,,blok,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,439550.30,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wlochy-ul-pola-karolinskie-2/ob/16975333
Kraków,Krowodrza,ma³opolskie,50.0725,19.91861111,pierwotny,61.50,,4,3,6,,,blok,,,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,793350,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-krowodrza-ul-raclawicka-okolice/ob/17236315
Poznañ,Dêbiec,wielkopolskie,52.3646454,16.9049333,wtorny,66.60,,3,2,4,,,blok,,,,,,w³asnoœæ,,,,,,,piwnica,osobne WC,,,,,,375000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-debiec/ob/19038177
Kraków,Górka Narodowa,ma³opolskie,50.0985876,19.95432615,wtorny,130.30,,3,2,2,,2007,,,,,,,w³asnoœæ,,,,,,,,,,,,,,690000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-gorka-narodowa-ul-kuznicy-kollatajowskiej/ob/19368859
Radom,mazowieckie,,51.3639270182171,21.1309172193054,wtorny,60.62,,3,4,4,dobry,1989,blok,p³yta,,,oddzielna,,w³asnoœæ,,,,,,,,,,,,,,295000,https://gratka.pl/nieruchomosci/mieszkanie-radom-ul-kasandry/ob/18381097
Wroc³aw,Krzyki,dolnoœl¹skie,51.0713314,16.9925476,pierwotny,86.99,,4,1,3,,2021,,,w gara¿u,1,,,w³asnoœæ,,,,,,,,,,,,,,728106,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-krzyki-ul-skarbowcow/ob/19390657
Poznañ,wielkopolskie,,52.404581,16.948905,wtorny,51,,2,2,5,,2017,,,,,,,w³asnoœæ,,,,,,,,,,,,,,510000,https://gratka.pl/nieruchomosci/mieszkanie-poznan/ob/18721981
Warszawa,Wawer,mazowieckie,52.21995096,21.16056919,wtorny,61,,3,parter,3,wysoki standard,2017,apartamentowiec,,,1,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,740000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wawer/ob/19371777
Dobrzykowice,wroc³awski,dolnoœl¹skie,51.093308,17.194755,pierwotny,26.70,,1,parter,3,,2020,blok,,,,,,,,,,,,,,,,,,,,154800,https://gratka.pl/nieruchomosci/nowe-mieszkanie-dobrzykowice/ob/18719063
Kraków,Dêbniki,ma³opolskie,50.0493049829856,19.926206983455,wtorny,18.50,5,1,1,2,do odœwie¿enia,1924,kamienica,ceg³a,,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,nowa,umiarkowanie ciche,,,,247500,https://gratka.pl/nieruchomosci/mieszkanie-krakow-debniki-ul-skwerowa/ob/19200659
Olsztyn,warmiñsko-mazurskie,,53.781499,20.486608,wtorny,90,600,4,4,4,nowa,1996,blok,ceg³a,,,,drewniane,w³asnoœæ,,,,,,,,,nowa,ciche,,,,349000,https://gratka.pl/nieruchomosci/mieszkanie-olsztyn-kormoran/ob/9788415
Warszawa,Powiœle,mazowieckie,52.23416667,21.0275,wtorny,104.50,,4,parter,5,,2008,apartamentowiec,ceg³a,,1,,,w³asnoœæ,,,,,,,,,,,,,,1828000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-powisle-ul-kruczkowskiego/ob/18803995
Poznañ,Rataje,wielkopolskie,52.38555556,16.94194444,wtorny,91,,4,2,6,wysoki standard,,apartamentowiec,ceg³a,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,640000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-rataje/ob/19195007
Kraków,Grzegórzki Stare,ma³opolskie,50.06315177,19.96627808,pierwotny,75.84,,3,7,10,,2021,,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,872160,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-stare-ul-mogilska/ob/19265453
Gi¿ycko,gi¿ycki,warmiñsko-mazurskie,54.0416988830638,21.7725649342897,pierwotny,56.16,,3,3,5,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-gizycko-al-1-maja/ob/16297247
Warszawa,Bia³o³êka,mazowieckie,52.31102635,21.06497205,wtorny,105.12,,3,1,4,wysoki standard,2008,blok,,,1,,,w³asnoœæ,,,,,,,,,,,,,,795000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bialoleka-ul-glebocka/ob/19182689
Warszawa,Ursus,mazowieckie,52.2044,20.8806,pierwotny,63.70,,3,2,8,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-ursus-ul-posag-7-panien/ob/17000799
Lublin,Ponikwoda,lubelskie,51.2639904,22.5856926,wtorny,58.37,,3,parter,3,,2010,blok,,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,480000,https://gratka.pl/nieruchomosci/mieszkanie-lublin-ponikwoda/ob/19475643
Warszawa,Ochota,mazowieckie,52.2114187945636,20.9709727405438,wtorny,94.40,,4,1,4,,2019,blok,,,1,,,w³asnoœæ,,,,,,,balkon,,,,,,,1250000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ochota-ul-matwicka/ob/18579335
Warszawa,Bia³o³êka,mazowieckie,52.3322891602931,21.0540275581263,pierwotny,56.14,,2,parter,2,,2021,,,,,,,,,,,,,,,,,,,,,454584,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-bialoleka-ul-katy-grodziskie/ob/19339847
W³adys³awowo,pucki,pomorskie,54.7816821,18.36364746,wtorny,53.60,,2,1,3,,,,ceg³a,,,w aneksie,,,,,,,,,balkon,,,,,,,505000,https://gratka.pl/nieruchomosci/mieszkanie-wladyslawowo/ob/19421737
Warszawa,Wola,mazowieckie,52.2283488,20.9622997,wtorny,35.70,,2,3,13,,2019,,,w gara¿u,,,,w³asnoœæ,,,,,,,balkon,,,,,,,555000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-kasprzaka/ob/19205545
Kraków,£obzów,ma³opolskie,50.0833,19.9207,wtorny,54,420,2,3,3,nowa,2000,blok,,,,oddzielna,plastikowe/PCV,w³asnoœæ,,,,,,,,,nowa,ciche,,,,500000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-lobzow-ul-jozefa-wybickiego/ob/17713801
Kielce,œwiêtokrzyskie,,50.869805,20.633692,wtorny,55.60,500,3,2,4,nowa,1995,blok,p³yta,przynale¿ne na ulicy,,oddzielna,plastikowe/PCV,spó³dzielcze w³asnoœciowe z KW,autobus,¿³obek*przedszkole*szko³a podstawowa*szko³a œrednia,apteka*przychodnia / szpital*weterynarz,,sklep,,,osobne WC*wanna*prysznic,nowa,ciche,,,,299000,https://gratka.pl/nieruchomosci/mieszkanie-kielce-osiedle-kochanowskiego/ob/18694485
Wroc³aw,Œródmieœcie,dolnoœl¹skie,51.1118386,17.0691139,pierwotny,150.32,,4,1,4,,1902,kamienica,ceg³a,,,oddzielna,,,,,,,,,balkon,,,,,,,2104480,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-srodmiescie-ul-marcinkowskiego/ob/18479419
Marki,wo³omiñski,mazowieckie,52.3218,21.1032,wtorny,69,,3,3,4,,2000,blok,p³yta,w gara¿u,,w aneksie,,spó³dzielcze w³asnoœciowe,,,,,,,,,,,,,,365000,https://gratka.pl/nieruchomosci/mieszkanie-marki/ob/19264947
Warszawa,Mokotów,mazowieckie,52.1783558580264,20.9961075771871,wtorny,73,,3,3,8,,2021,apartamentowiec,ceg³a,w gara¿u,1,w aneksie,,w³asnoœæ,,,,,,,loggia,,,,,,,716700,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow-ul-postepu/ob/18490735
Rzeszów,podkarpackie,,50.03474,22.012074,wtorny,60,,3,3,3,,2005,blok,,,,,,w³asnoœæ,,,,,,,,,,,,,,450000,https://gratka.pl/nieruchomosci/mieszkanie-rzeszow/ob/19405249
Warszawa,Ursus,mazowieckie,52.1951226,20.8837885,pierwotny,37.97,,2,6,7,,2020,blok,,,1,w aneksie,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,455000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-ursus/ob/19339117
Warszawa,Mokotów,mazowieckie,52.2297,21.0122,pierwotny,27.82,,1,7,11,,2020,apartamentowiec,,,,,,,,,,,,,,,,,,,zachodnie,450700,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-mokotow/ob/14874378
Kraków,Krowodrza,ma³opolskie,50.10147,19.95786,pierwotny,66.02,,3,2,5,,2020,,,,,,,,,,,,,,balkon,,,,,,,524869,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-krowodrza-ul-stefana-banacha/ob/19433279
Kraków,Stare Miasto,ma³opolskie,50.0585671563443,19.944999415724,wtorny,50,,2,1,4,wysoki standard,2012,apartamentowiec,,,,,,w³asnoœæ,,,,,,,,,,,,,,895000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-wielopole/ob/18579377
Warszawa,Wilanów,mazowieckie,52.1612,21.0716,wtorny,117.99,,4,4,4,,2017,apartamentowiec,ceg³a,w gara¿u,,w aneksie,plastikowe/PCV,,autobus,przedszkole*szko³a podstawowa,przychodnia / szpital,,centrum handlowe,,,,,,,,,2100000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wilanow-ul-rzeczypospolitej/ob/17991153
Ko³obrzeg,zachodniopomorskie,,54.1812,15.559,wtorny,60.50,480,3,8,11,nowa,1980,blok,p³yta,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,nowa,ciche,,,,395000,https://gratka.pl/nieruchomosci/mieszkanie-kolobrzeg-blisko-centrum/ob/15602528
Kraków,Os. Pr¹dnik Bia³y,ma³opolskie,50.09373315,19.91919087,pierwotny,51.57,,3,parter,6,,2021,,pustak,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,453816,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-os-pradnik-bialy/ob/19267515
Warszawa,Wola,mazowieckie,52.22925,20.93307,wtorny,59,,3,6,7,,2020,blok,,,,,,,,,,,,,taras,,,,,,,695000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola/ob/19361067
Kraków,Krowodrza,ma³opolskie,50.0725,19.91861111,pierwotny,60,,4,parter,6,,,blok,,,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,701400,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-krowodrza-ul-raclawicka-okolice/ob/16614600
Warszawa,Mokotów,mazowieckie,52.1887662,20.9887694,wtorny,91.37,,4,1,12,wysoki standard,2017,apartamentowiec,ceg³a,,1,w aneksie,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,1249000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow-ul-woronicza/ob/19334683
Opole,opolskie,,50.6704,17.9244,wtorny,83.60,,3,4,4,,,,,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,449000,https://gratka.pl/nieruchomosci/mieszkanie-opole/ob/19361499
Kraków,Mistrzejowice,ma³opolskie,50.0989342456512,20.0201473608677,pierwotny,38.32,,2,8,9,,,blok,,przynale¿ne na ulicy,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,394442,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-mistrzejowice-ul-osiedle-piastow/ob/18115995
Warszawa,Œródmieœcie,mazowieckie,52.2278897,21.0178383,wtorny,28.10,,1,7,7,,1950,blok,ceg³a,,,,,,,,,,,,balkon,,,,,,,469000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-krucza/ob/19296673
Leœna,lubañski,dolnoœl¹skie,51.0252776869213,15.2614145232485,wtorny,28.11,,1,parter,1,wysoki standard,1920,kamienica,ceg³a,,,oddzielna,,w³asnoœæ,,,,,,,,,,,,,,98000,https://gratka.pl/nieruchomosci/mieszkanie-lesna-ul-stefana-zeromskiego/ob/18539997
Kowale,gdañski,pomorskie,54.30638,18.56766,wtorny,56,,2,1,3,,2016,,,,,,,,,,,,,,balkon,,,,,,,450000,https://gratka.pl/nieruchomosci/mieszkanie-kowale/ob/19234087
Miko³ów,miko³owski,œl¹skie,50.1838362035145,18.8825767564702,wtorny,55.14,,4,4,4,,2020,apartamentowiec,,,1,,,,,,,,,,,,,,,,,288890,https://gratka.pl/nieruchomosci/mieszkanie-mikolow-ul-storczykow/ob/18822011
Legnica,dolnoœl¹skie,,51.20969,16.175126,wtorny,52,,3,4,4,do remontu,1990,blok,beton,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,,,,,,,,205000,https://gratka.pl/nieruchomosci/mieszkanie-legnica/ob/19181013
S³awa,wschowski,lubuskie,51.8769513,16.0723449,wtorny,52,,2,parter,,do remontu,,,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,109000,https://gratka.pl/nieruchomosci/mieszkanie-slawa-ul-rynek/ob/19398471
Konin,wielkopolskie,,52.2314,18.2761,wtorny,38,315,2,3,4,,,blok,,,,,plastikowe/PCV,,,,,,,,,,,ciche,,,,169000,https://gratka.pl/nieruchomosci/mieszkanie-konin/ob/15807350
Kraków,Swoszowice,ma³opolskie,49.98043,19.87819,wtorny,72.70,,4,1,3,wysoki standard,2012,apartamentowiec,pustak,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,580000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-swoszowice-ul-petrazyckiego/ob/19360229
Warszawa,Wyczó³ki,mazowieckie,52.1650403980098,20.992625054546,pierwotny,89.63,,4,5,10,,2021,blok,beton,,,,,w³asnoœæ,,,,,,,,,,,,,,873384,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wyczolki-ul-klobucka/ob/19321847
Warszawa,Wilanów,mazowieckie,52.1699015,21.0877633,wtorny,205,,5,1,2,wysoki standard,2008,,ceg³a,,1,,,w³asnoœæ,,,,,,,balkon,,,,,,,2500000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wilanow-ul-janczarow/ob/19380053
Gorzów Wielkopolski,lubuskie,,52.7400186,15.2143059,wtorny,59.37,,3,9,10,,,blok,,,,w aneksie,,w³asnoœæ,,,,,,,piwnica,,,,,,,220000,https://gratka.pl/nieruchomosci/mieszkanie-gorzow-wielkopolski/ob/19335065
Warszawa,Bia³o³êka,mazowieckie,52.31943,20.99834,pierwotny,57.21,,3,1,5,,2021,,,,,,,,,,,,,,balkon,,,,,,,435000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-bialoleka-ul-marywilska/ob/19484761
Warszawa,Œródmieœcie,mazowieckie,52.23869,21.03036,pierwotny,62.06,,3,1,5,,2020,apartamentowiec,,,,,,,,,,,,,,,,,,,,1117080,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-srodmiescie/ob/19295217
Kraków,Salwator,ma³opolskie,50.053221,19.9146739,wtorny,113.32,,4,parter,2,,2008,apartamentowiec,ceg³a,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon*taras,,,,,,,1490000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-salwator-ul-emaus/ob/18241883
Wieliczka,wielicki,ma³opolskie,,,wtorny,67.60,,1,1,4,,2021,,beton,,,,,,,,,,,,,,,,,,,390861,https://gratka.pl/nieruchomosci/mieszkanie-wieliczka-ul-boleslawa-chrobrego/ob/19052081
Poznañ,Stare Miasto,wielkopolskie,52.4557727158988,16.941701582911,wtorny,63.60,,3,1,2,stan deweloperski,2020,blok,,przynale¿ne na ulicy,,,,,autobus,przedszkole,apteka,,sklep,,,,,,,,,419760,https://gratka.pl/nieruchomosci/mieszkanie-poznan-stare-miasto-ul-blazeja/ob/18508761
£ódŸ,Œródmieœcie,³ódzkie,51.77113509,19.4617189,wtorny,82.35,,3,1,7,,2009,apartamentowiec,,w gara¿u,1,w aneksie,,w³asnoœæ,,,,,,,taras,,,,,,,700000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-srodmiescie-ul-nawrot/ob/19403015
Warszawa,Œródmieœcie,mazowieckie,52.2327792339101,21.0117712615706,wtorny,36,,2,3,10,,1963,blok,ceg³a,,,,,,,,,,,,,,,,,,,879000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-zlota/ob/19341699
Wroc³aw,Krzyki,dolnoœl¹skie,51.0655016193957,16.9802732375077,pierwotny,34.02,,2,1,3,,,apartamentowiec,,,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-krzyki-ul-buraczana/ob/18049429
Katowice,Piotrowice,œl¹skie,50.1993,18.9844,wtorny,52,,2,3,4,œwie¿o po remoncie,,apartamentowiec,,w gara¿u,,,drewniane,,,,,,,,,,,,,,,499000,https://gratka.pl/nieruchomosci/mieszkanie-katowice-piotrowice/ob/14426636
Pisz,piski,warmiñsko-mazurskie,53.6201131754817,21.8244718534901,pierwotny,34.08,,2,1,3,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-pisz-ul-slubicka/ob/17031255
Warszawa,S³u¿ewiec,mazowieckie,52.189,21.004,wtorny,115.80,1000,5,5,12,,2017,apartamentowiec,,w gara¿u,,w aneksie,drewniane,w³asnoœæ,,,,,,,,,,ciche,,,,1549000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-sluzewiec-ul-jana-pawla-woronicza/ob/17345233
Opole,Kolonia Gos³awicka,opolskie,50.67138889,17.98222222,pierwotny,62.16,,3,1,3,,2021,apartamentowiec,,,1,,,w³asnoœæ,,,,,,,,,,,,,,404040,https://gratka.pl/nieruchomosci/nowe-mieszkanie-opole-kolonia-goslawicka/ob/19219951
Zamienie,piaseczyñski,mazowieckie,52.10500274,20.96457481,pierwotny,73,,3,parter,1,,2020,,ceg³a,,1,,,w³asnoœæ,,,,,,,,,,,,,,438900,https://gratka.pl/nieruchomosci/nowe-mieszkanie-zamienie/ob/18345487
Sopot,pomorskie,,54.44085,18.564291,wtorny,67,,3,2,3,,1950,,,,,oddzielna,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,,,,,,,579000,https://gratka.pl/nieruchomosci/mieszkanie-sopot-ul-niepodleglosci/ob/19143389
Wroc³aw,Rakowiec,dolnoœl¹skie,51.09833333,17.06888889,wtorny,54.75,,3,2,2,nowa,,apartamentowiec,,,,,,,,,,,,,,,nowa,,,,,578305,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-rakowiec/ob/16288093
Bydgoszcz,Fordon,kujawsko-pomorskie,53.1486874,18.162639,pierwotny,58.37,,3,1,4,,2020,apartamentowiec,ceg³a,,,w aneksie,,,,,,,,,balkon,,,,,,,376487,https://gratka.pl/nieruchomosci/nowe-mieszkanie-bydgoszcz-fordon/ob/19272739
Kraków,Wola Duchacka,ma³opolskie,50.01738,19.97042,wtorny,51.85,,2,1,5,,2008,blok,,,,,,,,,,,,,balkon,,,,,,,489000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-wola-duchacka-ul-wloska/ob/19286355
Olsztyn,Zatorze,warmiñsko-mazurskie,53.7908835,20.4926461,wtorny,52.50,,3,parter,3,wysoki standard,2013,apartamentowiec,,,1,,,w³asnoœæ,,,,,,,,,,,,,,420000,https://gratka.pl/nieruchomosci/mieszkanie-olsztyn-zatorze-ul-szewczenki/ob/19482373
Katowice,D¹b,œl¹skie,50.2729852894934,18.997857524396,wtorny,51.46,,2,2,3,,,blok,,,,oddzielna,,,,,,,,,piwnica,,,,,,,279000,https://gratka.pl/nieruchomosci/mieszkanie-katowice-dab-ul-debowa/ob/19147143
Kraków,Pr¹dnik Bia³y,ma³opolskie,50.09527778,19.92888889,pierwotny,65.38,,3,4,5,,,blok,,,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,515852,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-pradnik-bialy-ul-29-listopada-okolice/ob/15800358
Jelenia Góra,dolnoœl¹skie,,50.8997086016018,15.7400218147446,wtorny,93.34,,3,3,3,wysoki standard,1904,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,405000,https://gratka.pl/nieruchomosci/mieszkanie-jelenia-gora-ul-wojska-polskiego/ob/18776549
Œwidnica,œwidnicki,dolnoœl¹skie,50.842471,16.489871,wtorny,114,,4,3,4,,1939,kamienica,ceg³a,przynale¿ne na ulicy,,oddzielna,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,399000,https://gratka.pl/nieruchomosci/mieszkanie-swidnica/ob/18373709
Kraków,Krowodrza,ma³opolskie,50.1019331,19.9602238,wtorny,66.01,,3,parter,6,,2020,blok,beton,,,w aneksie,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,510902,https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza-ul-banacha/ob/19455685
Gdynia,Ob³u¿e,pomorskie,54.54763,18.52078,wtorny,27.22,,1,3,3,,2020,blok,,,,,,,,,,,,,balkon,,,,,,,299800,https://gratka.pl/nieruchomosci/mieszkanie-gdynia-obluze-ul-nasypowa/ob/19278217
Warszawa,Wola,mazowieckie,52.245982,20.9853847,wtorny,36,,2,parter,3,dobry,1956,,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,piwnica,,,,,,,496000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-smocza/ob/19441357
Bielsko-Bia³a,œl¹skie,,49.82496,19.02732,wtorny,66.70,,4,1,1,,1950,,,,,,,,,,,,,,balkon*piwnica,,,,,,,355000,https://gratka.pl/nieruchomosci/mieszkanie-bielsko-biala-ul-mieszka-i/ob/18916097
Wroc³aw,Psie Pole,dolnoœl¹skie,51.1458649,17.0355841,wtorny,32.61,,2,2,3,wysoki standard,2019,blok,,,1,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,319000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-psie-pole/ob/19181209
Warszawa,Mokotów,mazowieckie,52.19942705,21.02727413,wtorny,59.10,,2,1,8,wysoki standard,2006,apartamentowiec,ceg³a,,1,w aneksie,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,821490,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow/ob/19446915
Poznañ,Grunwald,wielkopolskie,,,wtorny,50,,2,1,,,,apartamentowiec,,,,,,,lotnisko*autobus*tramwaj,¿³obek*przedszkole*szko³a podstawowa*uczelnia*szko³a œrednia,apteka*przychodnia / szpital*weterynarz,,,,,,,,,,,388000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-grunwald-ul-wojskowa/ob/18637803
Wa³brzych,dolnoœl¹skie,,50.78478333,16.28491402,wtorny,37.37,,,parter,2,wysoki standard,,kamienica,ceg³a,,,,,,,,,,,,,,,,,,,129000,https://gratka.pl/nieruchomosci/mieszkanie-walbrzych/ob/18677691
Kraków,Zab³ocie,ma³opolskie,50.04974,19.96523,wtorny,35.11,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,419000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-zablocie-ul-klimeckiego/ob/19274785
Katowice,Ochojec,œl¹skie,50.21138889,18.99277778,wtorny,32,,1,parter,1,,,,,,,,,w³asnoœæ,,,,,,,,,,,,,,139000,https://gratka.pl/nieruchomosci/mieszkanie-katowice-ochojec/ob/19079457
Leszno,wielkopolskie,,51.842658,16.577814,wtorny,63.21,,3,3,4,,2020,blok,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,,osobne WC,,,,,,363458,https://gratka.pl/nieruchomosci/mieszkanie-leszno/ob/18544025
Kraków,Stare Miasto,ma³opolskie,50.0625478,19.930246,wtorny,114,,3,parter,4,do odœwie¿enia,1890,kamienica,ceg³a,,,oddzielna,,,,,,,,,piwnica,,,,,,,1800000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-studencka/ob/18240885
Kielce,Œlichowice,œwiêtokrzyskie,50.88507247,20.58524609,wtorny,66.70,,3,1,3,do odœwie¿enia,1992,blok,p³yta,brak miejsca parkingowego,,,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,,,,,,,265000,https://gratka.pl/nieruchomosci/mieszkanie-kielce-slichowice-ul-dewonska/ob/19451257
Kraków,Mistrzejowice,ma³opolskie,50.0993844,20.0133325,pierwotny,72.93,,4,8,9,,2020,,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,568854,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-mistrzejowice-ul-os-piastow/ob/19283239
