city,district,voivodeship,localization_y,localization_x,market,area,rent,rooms,floor,floors,state,build_yr,build_type,build_material,parking,parking_spots,kitchen,windows,ownership,transport,education,health,recreation,other,other2,additional_area,bathroom,installation,noise,heating,media,direction,price,url
Gliwice,œl¹skie,,50.29308,18.6755,wtorny,106.34,,3,2,3,do odœwie¿enia,,kamienica,,,,,,,,,,,,,,,,,,,,380000,https://gratka.pl/nieruchomosci/mieszkanie-gliwice/ob/18693259
Warszawa,Bia³o³êka,mazowieckie,52.3326536,21.055613,pierwotny,38.61,,2,1,2,,2021,,,,,,,,,,,,,,,,,,,,,316709,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-bialoleka-ul-katy-grodziskie/ob/19332099
Kudowa-Zdrój,k³odzki,dolnoœl¹skie,50.4427156,16.2426605,wtorny,40,,2,1,0 (parter),,,,,,,,,,,,,,,,,,,,,,,290000,https://gratka.pl/nieruchomosci/mieszkanie-kudowa-zdroj/ob/19340919
Poznañ,Malta,wielkopolskie,52.3977,16.9708,pierwotny,65.88,,3,2,4,,2020,blok,ceg³a,w gara¿u,,,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-malta-ul-wolkowyska/ob/4557587
Bydgoszcz,Œródmieœcie,kujawsko-pomorskie,53.126,18.0079,pierwotny,70.78,,4,4,4,,2022,apartamentowiec,pustak,,,w aneksie,,,,,,,,,,,,,,,,509616,https://gratka.pl/nieruchomosci/nowe-mieszkanie-bydgoszcz-srodmiescie/ob/19264127
£awszowa,boles³awiecki,dolnoœl¹skie,51.39294,15.4198909,wtorny,74.76,,3,parter,,,,,,,,,,w³asnoœæ,,,,,,,,,,,,,,100000,https://gratka.pl/nieruchomosci/mieszkanie-lawszowa-ul-centrum/ob/19388709
Legionowo,legionowski,mazowieckie,52.3898412542363,20.9226506986402,wtorny,63.50,,3,3,3,dobry,1984,blok,p³yta,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,385000,https://gratka.pl/nieruchomosci/mieszkanie-legionowo-ul-jerzego-siwinskiego/ob/19112107
Warszawa,Wola,mazowieckie,52.2289449,20.9509993,pierwotny,82.60,,4,4,5,,2020,blok,,,1,,,,,,,,,,,,,,,,,885000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wola-ul-ordona/ob/18978777
,,,,20.9509993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-grunwald-ul-palacza/ob/19435165
Warszawa,Wola,mazowieckie,52.23,20.9347,wtorny,60.49,,3,6,,,,blok,,,,,,,,,,,,,,,,,,,,592758,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wola-ul-sowinskiego/ob/19308503
Wroc³aw,O³bin,dolnoœl¹skie,51.1206,17.0517,wtorny,25.83,270,1,1,6,stan deweloperski,,apartamentowiec,,w gara¿u,,,,w³asnoœæ,,,,,,,,,,ciche,,,,284130,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-olbin-ul-wyszynskiego/ob/18179705
Kraków,Bieñczyce,ma³opolskie,50.0848175142166,20.022073996964,wtorny,36.45,270,2,10,10,,1978,blok,p³yta,,,oddzielna,,w³asnoœæ,,,,,,,,,,ciche,,,,302000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-bienczyce-ul-osiedle-kazimierzowskie/ob/19137499
Warszawa,Chrzanów,mazowieckie,52,20,wtorny,69.03,,3,parter,4,do odœwie¿enia,2008,blok,,,1,oddzielna,,w³asnoœæ,,,,,,,balkon*taras*piwnica,,,,,,,614000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-chrzanow-ul-kopalniana/ob/19424937
Œwidnica,œwidnicki,dolnoœl¹skie,50.8498434,16.475679,pierwotny,86.53,,4,3,4,,,apartamentowiec,,,,,,,,,,,,,,,,,,,,510527,https://gratka.pl/nieruchomosci/nowe-mieszkanie-swidnica/ob/19005693
Szczecin,D¹bie,zachodniopomorskie,53.427312,14.549056,wtorny,33.94,,2,parter,4,do remontu,1966,blok,p³yta,przynale¿ne na ulicy,,,,w³asnoœæ,,,,,,,,,,,,,,240000,https://gratka.pl/nieruchomosci/mieszkanie-szczecin-dabie/ob/16297767
Bielsko-Bia³a,Lipnik,œl¹skie,49.83583333,19.08027778,wtorny,68.31,,3,1,2,,2020,apartamentowiec,pustak,w gara¿u,,,,w³asnoœæ,,,,,,,balkon,,,,,,,328000,https://gratka.pl/nieruchomosci/mieszkanie-bielsko-biala-lipnik/ob/18332093
Kraków,Azory,ma³opolskie,50.0827336250711,19.9105592280096,wtorny,87,,5,,,,2001,blok,,,,,,,,,,,,,balkon,,,,,,,785000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-azory-ul-radzikowskiego/ob/18821411
Lublin,Wieniawa,lubelskie,51.2535961796585,22.5295986228161,wtorny,53.75,,3,1,3,,1962,blok,ceg³a,,,,,w³asnoœæ,,,,,,,balkon*piwnica,,,,,,,389000,https://gratka.pl/nieruchomosci/mieszkanie-lublin-wieniawa-ul-pulawska/ob/19332129
Lubin,lubiñski,dolnoœl¹skie,51.4042025,16.1938917,wtorny,38.50,,2,parter,4,,,,,,,w aneksie,,w³asnoœæ,,,,,,,,osobne WC,,,,,,210000,https://gratka.pl/nieruchomosci/mieszkanie-lubin/ob/18794119
£ódŸ,Ba³uty,³ódzkie,,,pierwotny,68.30,,3,parter,3,,,apartamentowiec,,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,402902,https://gratka.pl/nieruchomosci/nowe-mieszkanie-lodz-baluty-ul-strykowska-20/ob/15611350
Hiszpania,zagranica,,38.24014,,wtorny,74,,,,,,,,,,,,,,,,,,,,,,,,,,,588300,https://gratka.pl/nieruchomosci/mieszkanie-walencja/ob/18815409
Poznañ,Maltañskie,wielkopolskie,52.406,16.9835,wtorny,69,,4,2,3,,,,ceg³a,,,w aneksie,,,,,,,,,balkon,,,,,,,550000,https://gratka.pl/nieruchomosci/mieszkanie-poznan-maltanskie-ul-polanka/ob/18865899
Sopot,Kamienny Potok,pomorskie,54.4541767044687,18.5495859602815,wtorny,53.50,550,3,8,10,po wymianie,1968,blok,p³yta,przynale¿ne na ulicy,,,plastikowe/PCV,spó³dzielcze w³asnoœciowe,,szko³a podstawowa,,,centrum handlowe*sklep,,,osobne WC,po wymianie,ciche,,,zachodnie*po³udniowe,539000,https://gratka.pl/nieruchomosci/mieszkanie-sopot-kamienny-potok-ul-jozefa-kraszewskiego/ob/11396977
Warszawa,Skorosze,mazowieckie,52.1929591539633,20.9045163091277,pierwotny,38.87,,2,3,4,,2021,,,,,,,,,,,,,,,,,,,,,386757,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-skorosze-ul-dzieci-warszawy/ob/19340027
Warszawa,Mokotów,mazowieckie,52.1731620553681,21.0277420118485,wtorny,65.40,,3,4,16,,1993,blok,rama H,,,w aneksie,,spó³dzielcze w³asnoœciowe,,,,,,,balkon*piwnica,,,,,,,799000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-mokotow-ul-walbrzyska/ob/19329803
Lublin,lubelskie,,51.2589019121381,22.5565618462274,wtorny,32,,2,parter,4,,1996,blok,ceg³a,,,,,,,,,,,,,,,,,,,260000,https://gratka.pl/nieruchomosci/mieszkanie-lublin-ul-organowa/ob/19013447
Warszawa,Ochota,mazowieckie,52.222906,20.9821169,wtorny,78.30,,3,5,,,,,,,,przeœwit,,,,,,,,,balkon,,,,,,,780000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ochota-ul-aleje-jerozolimskie/ob/18328473
Poznañ,Zawady,wielkopolskie,52.422,16.9665,pierwotny,63.80,,3,3,4,,,blok,pustak,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,po³udniowe,472120,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-zawady-ul-smolna-10/ob/16378739
Kraków,Podgórze,ma³opolskie,50.0456547885069,19.9526730762738,wtorny,64.50,,3,parter,2,,1893,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,,,,,,,,620000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-podgorze-ul-jozefinska/ob/19062699
Rumia,Janowo,pomorskie,,,pierwotny,56.51,,3,3,3,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-rumia-janowo/ob/17526674
Kraków,Zab³ocie,ma³opolskie,50.0503368903043,19.9872139622828,pierwotny,34.46,,1,1,4,,2019,,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,365965,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-zablocie-ul-nowohucka/ob/19274979
Gdynia,Witomino,pomorskie,54.49878,18.50212,wtorny,53,,3,4,4,,1985,blok,p³yta,,,,,,,,,,,,balkon*piwnica,,,,,,,330000,https://gratka.pl/nieruchomosci/mieszkanie-gdynia-witomino-ul-chwarznienska/ob/19198551
Poznañ,wielkopolskie,,52.3952852102615,16.9655900206503,pierwotny,32.50,,2,2,6,,,blok,,,,,,,,,,,,,,,,,,,,300625,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-ul-katowicka-2/ob/15211146
Tychy,os. Olga,œl¹skie,50.1181,18.9742,pierwotny,64.24,,3,5,5,,2020,apartamentowiec,,w gara¿u,,w aneksie,,,,,,,,,balkon,,,,,,,416099,https://gratka.pl/nieruchomosci/nowe-mieszkanie-tychy-os-olga/ob/19356461
Rzeszów,podkarpackie,,50.046,22.0049,wtorny,34,,2,parter,4,,,blok,,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,289000,https://gratka.pl/nieruchomosci/mieszkanie-rzeszow-ul-sienkiewicza/ob/19098249
Kraków,Stare Miasto,ma³opolskie,50.0499,19.9419,wtorny,80,,3,2,4,,1880,kamienica,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,880000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto/ob/19326951
Warszawa,Saska Kêpa,mazowieckie,52.23361111,21.05555556,wtorny,101,,4,parter,1,wysoki standard,1936,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,1999000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-saska-kepa/ob/18523577
,,,,21.05555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-partynice-ul-sosnowa/ob/19106679
Bukowina Tatrzañska,tatrzañski,ma³opolskie,49.3529,20.1197,wtorny,32,250,2,2,2,,,apartamentowiec,,,,w aneksie,,w³asnoœæ,,,,,,,,,,ciche,,,,416000,https://gratka.pl/nieruchomosci/mieszkanie-bukowina-tatrzanska-ul-wierch-glodowski/ob/17714271
Szczecin,zachodniopomorskie,,53.4527742,14.4779792,wtorny,108,,3,2,1,,2008,,ceg³a,w gara¿u,1,,,w³asnoœæ,,,,,,,,,,,,,,609000,https://gratka.pl/nieruchomosci/mieszkanie-szczecin/ob/19470749
Gdañsk,Zaspa,pomorskie,54.3732746001773,18.6260804504598,wtorny,39,,2,4,7,,,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,529000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-zaspa-ul-hallera/ob/18813899
Sopot,pomorskie,,54.43007,18.57392,wtorny,79.34,,3,1,3,,2010,,,w gara¿u,,,,,,,,,,,balkon,,,,,,,1190000,https://gratka.pl/nieruchomosci/mieszkanie-sopot-ul-wladyslawa-lokietka/ob/18429619
Czêstochowa,Tysi¹clecie,œl¹skie,50.8297019,19.1201564,wtorny,52.30,,2,6,10,wysoki standard,,,p³yta,,,,,w³asnoœæ,,,,,,,,,,,,,,245000,https://gratka.pl/nieruchomosci/mieszkanie-czestochowa-tysiaclecie/ob/18599527
Poznañ,Nowe Miasto,wielkopolskie,52.3917,17.00322,pierwotny,31.30,,1,2,4,,2022,,,,,,,,,,,,,,balkon,,,,,,,250400,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-nowe-miasto/ob/19449991
Gdañsk,Jelitkowo,pomorskie,54.4199077,18.60342987,wtorny,55.38,,3,parter,2,wysoki standard,2017,apartamentowiec,,,1,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,1320000,https://gratka.pl/nieruchomosci/mieszkanie-gdansk-jelitkowo-ul-wypoczynkowa/ob/19055165
Œwidnica,œwidnicki,dolnoœl¹skie,50.842471,16.489871,wtorny,52,,2,1,4,,1981,blok,beton,przynale¿ne na ulicy,,oddzielna,,w³asnoœæ,,,,,,,,osobne WC,,,,,,239000,https://gratka.pl/nieruchomosci/mieszkanie-swidnica/ob/18375895
Kielce,œwiêtokrzyskie,,50.869805,20.633692,pierwotny,62.65,,3,2,4,,2021,apartamentowiec,,,,,,,,,,,,,balkon,,,,,,,387803,https://gratka.pl/nieruchomosci/nowe-mieszkanie-kielce/ob/19232157
Kraków,Podgórze,ma³opolskie,,,pierwotny,62.20,,3,1,11,,,blok,,w gara¿u,,w aneksie,plastikowe/PCV,w³asnoœæ,,,,,,,,,,,,,,429180,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-podgorze-ul-adama-bochenka/ob/18545929
Wroc³aw,K³okoczyce,dolnoœl¹skie,51.1557,17.0875,wtorny,54,,3,parter,1,,1930,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,359000,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-klokoczyce/ob/19475831
Kraków,Nowa Huta,ma³opolskie,50.07410821,20.03700256,wtorny,70,,3,4,4,,2010,,pustak,,,oddzielna,,w³asnoœæ,,,,,,,balkon,,,,,,,619000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-nowa-huta/ob/18652607
Kraków,Grzegórzki,ma³opolskie,50.06729,19.99712,pierwotny,60.66,,3,2,4,,2021,apartamentowiec,pustak,,,,,,,,,,,,balkon,,,,,,,603567,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-ul-stanislawa-lema/ob/19446213
£ódŸ,Œródmieœcie,³ódzkie,51.7635,19.4716,wtorny,63.80,580,2,6,6,wysoki standard,2008,apartamentowiec,ceg³a,w gara¿u,,oddzielna,drewniane,w³asnoœæ,autobus*tramwaj,¿³obek*przedszkole*szko³a podstawowa*uczelnia*szko³a œrednia,apteka*przychodnia / szpital*weterynarz,,centrum handlowe*sklep,,,prysznic,nowa,umiarkowanie ciche,,,,650000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-srodmiescie-ul-nawrot/ob/17818885
Warszawa,Stary Mokotów,mazowieckie,52.1992577,21.0126829,wtorny,57,,2,1,4,do remontu,1960,blok,rama H,,1,,,spó³dzielcze w³asnoœciowe z KW,,,,,,,balkon*piwnica,,,,,,,720000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-stary-mokotow-ul-wiktorska/ob/19228893
Katowice,Kostuchna,œl¹skie,50.1989902,18.9829566,wtorny,68.30,,3,2,4,,,apartamentowiec,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,441600,https://gratka.pl/nieruchomosci/mieszkanie-katowice-kostuchna/ob/19463729
Katowice,œl¹skie,,50.25467,19.01536,pierwotny,70.06,,4,parter,4,,,blok,,,1,w aneksie,,,,,,,,,,,,,,,,402420,https://gratka.pl/nieruchomosci/nowe-mieszkanie-katowice/ob/18980225
¯yrardów,¿yrardowski,mazowieckie,52.0582618,20.4422444,wtorny,37,,2,parter,2,,,,ceg³a,,,oddzielna,,spó³dzielcze w³asnoœciowe z KW,,,,,,,,,,,,,,181000,https://gratka.pl/nieruchomosci/mieszkanie-zyrardow/ob/19428525
Warszawa,¯oliborz,mazowieckie,52.2584,20.9765,wtorny,75.92,,3,2,8,,2015,apartamentowiec,ceg³a,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,1041000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-zoliborz-ul-ludwika-rydygiera/ob/19000857
£ódŸ,Œródmieœcie,³ódzkie,51.7709492,19.4617189,wtorny,93,,3,parter,2,,,,ceg³a,,,w aneksie,,w³asnoœæ,,,,,,,,,,,,,,600000,https://gratka.pl/nieruchomosci/mieszkanie-lodz-srodmiescie/ob/19416947
Bydgoszcz,Osowa Góra,kujawsko-pomorskie,53.1422789340236,17.9147128000671,wtorny,59.94,,3,3,3,,2008,blok,,przynale¿ne na ulicy,,,,w³asnoœæ,,,,,,,,,,,,,,345000,https://gratka.pl/nieruchomosci/mieszkanie-bydgoszcz-osowa-gora-ul-drozdow/ob/19194013
Kraków,Krowodrza,ma³opolskie,50.0725,19.91861111,wtorny,94.77,,5,1,3,,2019,,,,,,,,,,,,,,,,,,,,,779000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-krowodrza/ob/18744469
Toruñ,Jakubskie Przedmieœcie,kujawsko-pomorskie,53.0205534,18.6357046,pierwotny,38.14,,2,parter,7,,2022,blok,,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,balkon*taras,,,,,,,286050,https://gratka.pl/nieruchomosci/nowe-mieszkanie-torun-jakubskie-przedmiescie/ob/19432069
Oborniki,obornicki,wielkopolskie,52.643102,16.81465,wtorny,51.43,,2,parter,2,,,,ceg³a,,,w aneksie,,,,,,,,,balkon,,,,,,,257098,https://gratka.pl/nieruchomosci/mieszkanie-oborniki/ob/18873713
Hiszpania,zagranica,,38.346,,wtorny,50,,3,4,4,wysoki standard,,,,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,303750,https://gratka.pl/nieruchomosci/mieszkanie-walencja/ob/19437145
Warszawa,Ursus,mazowieckie,52.2044,20.8806,pierwotny,59.04,,3,7,7,,,apartamentowiec,,,,w aneksie,,,,,,,,,,,,,,,pó³nocne*po³udniowe,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-ursus-ul-posag-7-panien/ob/14499824
Konin,wielkopolskie,,52.2371358243316,18.2767878822257,wtorny,80.80,,4,1,,,,blok,,,,,,,,,,,,,,,,,,,,289000,https://gratka.pl/nieruchomosci/mieszkanie-konin-ul-okolna/ob/18884157
Warszawa,Bemowo,mazowieckie,52.25279,20.93578,wtorny,105,,3,3,,,,,,w gara¿u,,,,,,,,,,,balkon,,,,,,,1150000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bemowo-ul-ksiecia-boleslawa/ob/19379491
Warszawa,Wilanów,mazowieckie,52.1764183,21.0685472,pierwotny,85.79,,3,2,5,,2020,apartamentowiec,,,1,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,965114,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wilanow-ul-goplanska/ob/19368651
Warszawa,Œródmieœcie,mazowieckie,52.24289,21.02622,wtorny,65,,2,4,5,,2012,apartamentowiec,ceg³a,,,,,,,,,,,,taras,,,,,,,1540000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-srodmiescie-ul-wybrzeze-kosciuszkowskie/ob/18814851
Stegna,nowodworski,pomorskie,54.32665,19.1267,wtorny,142,,6,2,2,,1990,dom wielorodzinny/szeregowiec,ceg³a,,,,,,,,,,,,piwnica,,,,,,,479000,https://gratka.pl/nieruchomosci/mieszkanie-stegna-ul-gdanska/ob/19261945
Kraków,Os. Kliny Zacisze,ma³opolskie,49.9986331,19.893801,wtorny,33,,1,1,3,,2001,blok,,,,,,,,,,,,,balkon,,,,,,,88900,https://gratka.pl/nieruchomosci/mieszkanie-krakow-os-kliny-zacisze/ob/19281145
Warszawa,W³ochy,mazowieckie,52.2072918019149,20.8905150843431,pierwotny,30.34,,2,parter,5,,,blok,,,,,,,,,,,,,,,,,,,,Zapytajoce,https://gratka.pl/nieruchomosci/nowe-mieszkanie-warszawa-wlochy-ul-pola-karolinskie-2/ob/16974751
Sopot,Kamienny Potok,pomorskie,54.45456,18.55032,wtorny,37.40,,2,parter,10,,1970,blok,p³yta,,,,,,,,,,,,piwnica,,,,,,,430000,https://gratka.pl/nieruchomosci/mieszkanie-sopot-kamienny-potok-ul-tatrzanska/ob/19100715
Konin,wielkopolskie,,52.1951,18.2392,wtorny,37.58,,2,4,4,,,blok,,,,oddzielna,,,,,,,,,,,,,,,,139000,https://gratka.pl/nieruchomosci/mieszkanie-konin-ul-wyszynskiego/ob/18351547
Bia³ystok,podlaskie,,53.1368,23.18598,wtorny,58.80,,5,4,4,,,,,,,,,,,,,,,,balkon*piwnica,,,,,,,410000,https://gratka.pl/nieruchomosci/mieszkanie-bialystok/ob/18582775
Warszawa,Bielany,mazowieckie,52.28885,20.94665,wtorny,52.75,,3,4,4,,1970,,,,,,,,,,,,,,,,,,,,,539000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-bielany-ul-lindego/ob/19142649
Kêtrzyn,kêtrzyñski,warmiñsko-mazurskie,54.0806913418124,21.3635125962444,wtorny,55,,2,1,1,,,kamienica,ceg³a,,,,,,,,,,,,,,,,,,,100000,https://gratka.pl/nieruchomosci/mieszkanie-ketrzyn-ul-gen-wladyslawa-sikorskiego-76e/ob/18359893
K¹ty Rybackie,nowodworski,pomorskie,54.3412985316969,19.2353546980697,wtorny,70,,2,parter,3,wysoki standard,2008,apartamentowiec,pustak,,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,499000,https://gratka.pl/nieruchomosci/mieszkanie-katy-rybackie-ul-rybacka/ob/18847577
Wa³cz,wa³ecki,zachodniopomorskie,53.27435605,16.48057912,wtorny,67.13,,3,2,3,do remontu,,kamienica,,brak miejsca parkingowego,,oddzielna,,w³asnoœæ,,,,,,,piwnica,,,,,,,150000,https://gratka.pl/nieruchomosci/mieszkanie-walcz/ob/19285517
Katowice,œl¹skie,,50.274589291991,18.9815919910065,wtorny,74,,3,4,12,,2010,apartamentowiec,,,,oddzielna,,w³asnoœæ,,,,,,,,osobne WC,,,,,,505000,https://gratka.pl/nieruchomosci/mieszkanie-katowice-ul-boleslawa-krzywoustego/ob/18726425
Mieszkowice,zachodniopomorskie,,52.78334,14.492775,wtorny,113,1,5,1,1,do remontu,,blok,,przynale¿ne na ulicy,,,plastikowe/PCV,w³asnoœæ,,,,,,,,osobne WC,do wymiany,ciche,,,wschodnie*po³udniowe,136000,https://gratka.pl/nieruchomosci/mieszkanie-mieszkowice-obrzeza/ob/12149611
Jelenia Góra,dolnoœl¹skie,,50.901767,15.733878,wtorny,62,,,1,3,do remontu,,kamienica,ceg³a,,,,,,,,,,,,piwnica,,,,,,,215000,https://gratka.pl/nieruchomosci/mieszkanie-jelenia-gora/ob/18647989
Œwinoujœcie,zachodniopomorskie,,53.9189157,14.2670583,wtorny,24.31,,1,4,5,,2019,apartamentowiec,,,1,w aneksie,,,,,,,,,balkon,,,,,,,926000,https://gratka.pl/nieruchomosci/mieszkanie-swinoujscie-ul-uzdrowiskowa/ob/19389983
Wroc³aw,Psie Pole,dolnoœl¹skie,51.145731,17.1313889,wtorny,32.40,,2,5,10,dobry,1977,,p³yta,,,,,,,,,,,,balkon*piwnica,,,,,,,234900,https://gratka.pl/nieruchomosci/mieszkanie-wroclaw-psie-pole-ul-inflancka/ob/19446783
Wroc³aw,Psie Pole,dolnoœl¹skie,51.15479,17.04399,pierwotny,66.27,,4,4,6,,,,,,,,,,,,,,,,balkon,,,,,,,497025,https://gratka.pl/nieruchomosci/nowe-mieszkanie-wroclaw-psie-pole-ul-kamienskiego/ob/19450195
Kraków,Zab³ocie,ma³opolskie,50.0462079,19.97222969,pierwotny,69.67,,3,5,5,,2022,,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,689000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-zablocie-ul-zablocie/ob/19283831
Warszawa,Ursynów,mazowieckie,52.14916667,21.04416667,wtorny,50.50,,2,1,8,,,blok,ceg³a,,,,,,,,,,,,balkon,osobne WC,,,,,,530000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-ursynow/ob/18705251
Poznañ,wielkopolskie,,,,pierwotny,96.85,,5,2,2,,,blok,silikat,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,udzia³,,,,,,,,,,,,,,397085,https://gratka.pl/nieruchomosci/nowe-mieszkanie-poznan-mieszkania-i-apartamenty-ul-kornicka-194-winda-hala-garazowa/ob/777504
Boles³awiec,boles³awiecki,dolnoœl¹skie,51.2609424619292,15.5618391780802,wtorny,79.40,,3,3,3,wysoki standard,,kamienica,,,1,,,,,,,,,,piwnica,,,,,,,349000,https://gratka.pl/nieruchomosci/mieszkanie-boleslawiec-ul-obroncow-helu/ob/18452381
Bielsko-Bia³a,œl¹skie,,49.8223768,19.0583845,pierwotny,68.24,,3,1,2,,,apartamentowiec,,w gara¿u,,,,w³asnoœæ,,,,,,,taras,,,,,,,327552,https://gratka.pl/nieruchomosci/nowe-mieszkanie-bielsko-biala/ob/19424259
Kraków,Stare Miasto,ma³opolskie,50.07004995,19.95140422,wtorny,83,,3,4,,wysoki standard,2015,apartamentowiec,,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,1285000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-stare-miasto-ul-rakowicka/ob/18484353
Sopot,pomorskie,,54.4559264211167,18.5393574672587,wtorny,52.70,,3,10,10,,1980,blok,,,,,,,,,,,,,balkon*piwnica,,,,,,,459000,https://gratka.pl/nieruchomosci/mieszkanie-sopot-ul-cieszynskiego/ob/18594557
Warszawa,Szmulowizna,mazowieckie,52.2609003398765,21.058626131044,wtorny,23.25,,1,1,4,do remontu,1930,kamienica,ceg³a,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,205000,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-szmulowizna-ul-zachariasza/ob/19203243
Rzeszów,podkarpackie,,50.0479,21.9503,wtorny,35.48,,2,1,4,,2018,blok,pustak,przynale¿ne na ulicy,,w aneksie,plastikowe/PCV,,,,,,,,,,,,,,,290000,https://gratka.pl/nieruchomosci/mieszkanie-rzeszow-ul-korczynska/ob/19227099
Jelenia Góra,dolnoœl¹skie,,50.9044171,15.7193616,wtorny,66.57,,3,parter,1,wysoki standard,2017,,,,,,,,,,,,,,,,,,,,,455000,https://gratka.pl/nieruchomosci/mieszkanie-jelenia-gora/ob/19470371
Kraków,Grzegórzki Stare,ma³opolskie,50.0559484,19.95950822,pierwotny,29.75,,1,4,10,,2021,,,brak miejsca parkingowego,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,416500,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-grzegorzki-stare-ul-kotlarska/ob/19276331
Warszawa,Wilanów,mazowieckie,52.173207468,21.1060207957256,wtorny,66.68,,4,1,3,,,dom wielorodzinny/szeregowiec,,,,,,w³asnoœæ,,,,,,,balkon,,,,,,,578700,https://gratka.pl/nieruchomosci/mieszkanie-warszawa-wilanow-ul-syta/ob/18599951
Kraków,Grzegórzki,ma³opolskie,50.06541695,19.97107124,wtorny,52,,2,1,7,dobry,2009,blok,,przynale¿ne na ulicy,,,,w³asnoœæ,,,,,,,piwnica,,,,,,,568000,https://gratka.pl/nieruchomosci/mieszkanie-krakow-grzegorzki-ul-cystersow/ob/19204443
Kraków,Wola Duchacka,ma³opolskie,50.02755189,19.9550128,pierwotny,55.20,,3,3,8,,2021,,beton,w gara¿u,,w aneksie,,w³asnoœæ,,,,,,,balkon,,,,,,,499000,https://gratka.pl/nieruchomosci/nowe-mieszkanie-krakow-wola-duchacka-ul-kamienskiego/ob/19288619
